ds,yhat,yhat_lower,yhat_upper
2010-04-23,20356.593529508766,7234.236171870319,34174.742557805126
2010-04-25,14698.561307698705,842.7576708757347,28957.47334628444
2010-04-26,25901.729757340345,13416.619315872504,39386.59332355832
2010-04-27,30134.4288771291,16807.866913413396,42881.16035480911
2010-04-28,26912.90898996137,13329.51322459638,40076.81640573012
2010-04-29,33817.23767897642,22035.110906646707,47948.925094017475
2010-04-30,25081.49087955051,11408.620269312778,39023.91141192825
2010-05-02,19047.02030879134,5321.7249136679475,32663.681474939036
2010-05-04,33739.164668704645,20101.56477962066,47325.144553533144
2010-05-05,29991.83092726918,16147.236681427485,42805.015905805725
2010-05-06,36326.9222239124,22581.36072790165,49065.90216525715
2010-05-07,26936.31734707115,13861.087261030752,40221.61599023304
2010-05-09,19541.984153864596,6419.958501718848,33110.75232967656
2010-05-10,29780.035398467797,16103.319662911497,44203.078977355064
2010-05-11,32945.70061201445,18321.276908323787,47640.95788312388
2010-05-12,28583.59223136867,14959.26554757043,42263.64132648188
2010-05-13,34385.67692469016,21173.550926397158,49388.15131113685
2010-05-14,24499.25264365101,12147.273489794577,38093.223106337224
2010-05-16,16404.34159212764,2716.8134684247057,28971.819732642918
2010-05-17,26472.40607169277,14027.923076381125,41277.90654771037
2010-05-18,29556.59127011698,15702.989381945456,43091.85698222696
2010-05-19,25200.81769905162,11848.226306918627,38630.9746509178
2010-05-20,31134.60127417101,17907.564150001956,44028.29071171526
2010-05-21,21440.49136487654,8212.637638399068,34669.19848109161
2010-05-23,14008.908122836781,12.736235671358589,26325.372354395528
2010-05-24,24542.295158637575,11346.200181152102,38724.438769898734
2010-05-25,28124.01210413771,13945.189370264014,41970.07303244711
2010-05-26,24280.555011312117,9926.661691708081,37426.79703582565
2010-05-27,30764.587917043435,16895.907163982352,43496.55333548396
2010-05-28,21582.256718132274,7354.3117773926715,35881.93659628101
2010-05-30,15124.671996963965,2102.8606878519095,28617.77348523119
2010-06-01,30057.800946138803,16419.615397650297,44687.56565694067
2010-06-02,26489.698434090755,13162.902382601116,39811.540025213704
2010-06-03,33187.318165203265,20010.608470429317,47744.5205105733
2010-06-04,24091.67142441205,10155.122021239351,37641.12345188104
2010-06-06,17550.2609895446,4308.286578770048,30926.32544998125
2010-06-07,28383.567520047978,15036.890917924144,41011.53821331154
2010-06-08,32081.49316434489,18268.015830469336,45053.029157865494
2010-06-09,28165.21610005607,14598.051933387445,41930.558070787876
2010-06-10,34469.6518275029,21331.783936883017,47621.14945354146
2010-06-11,24889.390431741052,11708.249815061705,38137.38259327127
2010-06-13,17296.334435750392,4529.478292188857,31333.31737663811
2010-06-14,27613.006748049575,13823.814069936345,41724.12043580174
2010-06-15,30784.887379246164,17571.20051920187,43396.23501886113
2010-06-16,26348.29706159667,11718.781183428835,39784.92121911412
2010-06-17,32193.91278400881,19491.032837228406,46432.56564891172
2010-06-18,22171.58858974179,8661.25609561583,34683.38295359639
2010-06-20,13926.78929786914,-68.13669705109513,26698.050963615886
2010-06-21,24071.33956236273,10295.253153912721,37713.850042674305
2010-06-22,27144.62145644273,14748.886976959382,40393.18194697018
2010-06-23,22684.82933787875,8837.322094851359,36564.838106964795
2010-06-24,28623.067448625363,14853.791691006383,42339.38734572575
2010-06-25,18747.53293055289,5856.973657643591,31607.570089043253
2010-06-27,11068.489892514897,-1911.0799438234324,25232.254402246577
2010-06-28,21632.6515101329,7575.515678905251,35655.590176548714
2010-06-29,25163.784620610662,11760.496398327308,39142.274346356964
2010-06-30,21185.331354718797,8199.015040738353,34810.98283432866
2010-07-01,27653.874725037043,12843.47617105609,41223.551434675726
2010-07-02,18283.136496188206,5134.178402901626,31887.310463452588
2010-07-04,11608.446171228823,-1860.8080219591398,25966.968352688156
2010-07-05,22660.891784845113,9838.181411643092,36351.232753715354
2010-07-06,26615.38266716548,13112.32370171392,40412.93209252299
2010-07-07,22982.533559476684,9592.045972461776,36336.754205675206
2010-07-08,29749.454441553607,16796.442093494024,42845.28875425017
2010-07-09,20563.395670784925,7210.011134269439,33646.45169195509
2010-07-11,14033.418210229374,-291.0999199691633,27846.080019917197
2010-07-12,25062.6818021296,11782.947379575731,38404.77357028628
2010-07-13,28896.102936784813,15501.10518279105,42194.70432467705
2010-07-14,25048.890170039693,10819.031208054832,38702.738466753035
2010-07-15,31556.507070443735,18804.911019417013,45608.24635972958
2010-07-16,22017.406231633242,8846.007796752468,35035.921777471856
2010-07-18,14683.211979095548,611.5834531277076,27848.768624844957
2010-07-19,25307.818204436175,11975.161422805297,39594.04441543357
2010-07-20,28717.189788781445,15708.748556436032,42707.28592873642
2010-07-21,24440.427013827346,9060.986929293696,37393.9360276297
2010-07-22,30567.81611326074,17726.920759100714,43323.86200759063
2010-07-23,20652.44871434237,6988.770028587109,34655.47879038025
2010-07-25,12758.716625343559,114.81904342490353,27483.1061360117
2010-07-26,23237.790690294747,9775.659061919776,37070.690405422996
2010-07-27,26562.65158574352,13743.531745208438,39766.38957593451
2010-07-28,22264.880760019638,8588.008901383493,35548.782141432166
2010-07-29,28475.92509338193,14544.083219462307,42484.660412146855
2010-07-30,18688.029205061295,4494.096709007023,32241.11332834246
2010-08-01,11293.695847356475,-1869.6045544533467,25601.053473091644
2010-08-02,22146.919600254925,8383.685017551914,36103.81464950756
2010-08-03,25876.897613085526,12705.937139935175,39892.73662824021
2010-08-04,22000.99996308056,8947.367494291992,35391.17369857331
2010-08-05,28676.553156578313,14726.998661870804,42126.67448963754
2010-08-06,19321.57997300655,4932.071059060018,33492.694444985864
2010-08-08,12769.931147750392,-558.9613677472584,25143.80332165479
2010-08-09,24021.50181442599,11516.559128133731,38150.6416575883
2010-08-10,28078.598287378885,14569.93512320794,41799.218098788086
2010-08-11,24445.545010739745,10624.396130049543,37833.54882971756
2010-08-12,31310.00182770513,17880.81071774503,44763.55956894119
2010-08-13,22023.406256664395,9684.016142065126,35723.3039861498
2010-08-15,15363.676803444063,1926.487330022431,28753.116492572488
2010-08-16,26456.2689691972,13315.2489190262,39345.93221333088
2010-08-17,30251.169920119944,16344.916117812905,44269.68894626738
2010-08-18,26258.426926192744,12967.840015446927,39945.97643959015
2010-08-19,32715.56760948636,18851.44289764745,46626.557942938554
2010-08-20,22927.154604310363,9739.814506820865,36773.36994328251
2010-08-22,15173.151680564804,2326.128338403838,29022.304713546273
2010-08-23,25725.713632054616,12226.209911623951,39612.21414896221
2010-08-24,28972.1891381801,15953.693152616526,43245.77435372842
2010-08-25,24440.33196834856,11264.852013265849,37966.650563483214
2010-08-26,30426.54401949236,17354.275751113877,44174.680863666734
2010-08-27,20194.232085525113,6828.77302117092,34034.245133134296
2010-08-29,11831.633630375998,-1598.8087189320759,25267.755138693024
2010-08-31,25493.655934215007,11574.76364662371,39172.32576521429
2010-09-01,21049.690862163698,7135.164583032295,34243.36811300925
2010-09-02,27273.98934690568,13637.983107053506,40752.29303762044
2010-09-03,17371.28496468135,4297.7217655269205,30992.488004398467
2010-09-05,10060.281142463495,-3666.226040818505,23682.162573376405
2010-09-06,21218.540380590217,6922.430708334116,33655.78916377531
2010-09-07,25249.98194952621,10742.721722994043,38957.15573173639
2010-09-08,21671.555598044735,8933.309170558072,35466.209768886394
2010-09-09,28846.029501912744,15143.808447619727,41939.56211770512
2010-09-10,19899.352029618716,5370.900870979646,32905.1413289823
2010-09-12,14566.155407231,1602.6480362959517,29020.31523085286
2010-09-13,26720.691097094266,13265.80819885198,40969.53905711007
2010-09-14,31686.618321847836,18291.4862628238,44195.26803342792
2010-09-15,28958.854256944316,15630.093364093338,43542.32590170705
2010-09-16,36920.97121121437,23319.32399384065,49957.07438957337
2010-09-17,28622.433194401725,15144.428555495886,42281.25651026501
2010-09-19,24243.30924627706,10990.998483444688,38205.55329370771
2010-09-20,36701.198282044796,23588.27210899539,49980.488667233425
2010-09-21,41808.563587827026,28335.723759428503,55468.385944637696
2010-09-22,39057.0480494109,24599.261324994382,52386.815773124355
2010-09-23,46871.84052207644,34236.21281147772,60195.74118302946
2010-09-24,38248.22505296464,25115.010206537496,51731.46038962489
2010-09-26,32854.84200653359,18529.853283062595,46476.81461645113
2010-09-27,44667.319658425964,31541.99038554502,58609.649836402285
2010-09-28,49020.53237893531,34878.20418639378,62382.73595502953
2010-09-29,45423.129319171065,31477.57404518795,58474.895067063444
2010-09-30,52360.014146145135,39057.37185782461,66524.85378762223
2010-10-01,42787.73213989133,29252.74103308664,56676.211981795765
2010-10-03,35500.093298752414,22765.715305188805,48705.03062612885
2010-10-04,46425.25746503467,34149.914045009566,60947.46988919029
2010-10-05,49918.118660590444,36755.484562269936,63726.02512653907
2010-10-06,45502.4984525171,31547.607269128122,58303.1715559091
2010-10-07,51717.64926002371,38497.320449912644,66072.16003341255
2010-10-08,41472.69851614362,27999.164724718103,55604.05927021261
2010-10-10,33152.96210166271,19700.32384291063,46559.564307408174
2010-10-11,43746.29398152077,29901.301732514254,57634.93845589647
2010-10-12,46993.75344052253,33205.014749746464,59974.872868909784
2010-10-13,42415.31170402542,29318.83339115,55532.264179801576
2010-10-14,48585.11823343299,35708.71630879789,63193.26939925158
2010-10-15,38345.60228142556,25810.333074102393,51230.42919391855
2010-10-17,30282.342187693364,17032.19262841416,44123.433354495275
2010-10-18,41121.71572430722,29039.75868585898,54638.88446653756
2010-10-19,44639.1177075973,32060.94783252868,58048.43971405915
2010-10-20,40340.17152856122,26846.610822799426,54173.99153321864
2010-10-21,46826.330888464334,33229.530674800546,59966.55960249585
2010-10-22,36868.81728246012,23425.669421120547,50736.33348969298
2010-10-24,29357.508535247518,14614.009060348097,42804.54068794947
2010-10-25,40468.39306880562,27179.00835527098,54134.4136070686
2010-10-26,44208.841100343685,30609.012115718684,57497.97984926672
2010-10-27,40080.12960922684,26672.14807195398,53061.9135138294
2010-10-28,46723.06130959421,33341.341756787915,60771.69953867781
2010-10-29,36851.27419802575,23344.723426922676,49911.39393828607
2010-10-31,29448.475729451857,16357.72607025241,41983.11522952347
2010-11-01,40613.96752443171,26748.79874056605,53554.22527879814
2010-11-02,44383.2340982679,31578.053031329502,58380.1600240204
2010-11-03,40266.43005252651,27445.305165397487,54648.28790555186
2010-11-04,46955.20645648623,33416.858843953414,59639.884505613285
2010-11-05,37114.93112839828,24447.33134828157,50243.79706051196
2010-11-07,29900.74742808699,17280.226053258666,43939.77868432477
2010-11-08,41259.4101799783,27308.194653759416,53665.027315522944
2010-11-09,45262.37844806364,31674.32562739719,58398.41384656696
2010-11-10,41425.41585762215,27430.897263203715,55297.16986706636
2010-11-11,48473.92055545805,34600.00240642986,61152.72795897599
2010-11-12,39028.58520355087,25855.89927595331,53210.17031089566
2010-11-14,32797.356334752505,19718.668954685436,45981.485453832196
2010-11-15,44736.36825030987,29798.370728162317,57450.17320763889
2010-11-16,49337.638358945704,35699.8018219808,62310.389218517186
2010-11-17,46101.38725267572,32505.281544216614,58377.806325868114
2010-11-18,53763.85389256436,40354.72521058719,67878.16142125921
2010-11-19,44886.18164467867,31186.9790994981,58687.70362575965
2010-11-21,39662.71672509393,25994.749625713248,53332.12178568517
2010-11-22,52013.00469405657,37926.54737622501,65775.75836441228
2010-11-23,56910.54682694687,43387.76305511397,70624.12772626487
2010-11-24,53835.54458235479,39926.96801859327,68704.64162629392
2010-11-25,61530.296347233394,49243.86214687132,75776.23167441634
2010-11-26,52505.69428352572,39074.918481768764,67230.53356641073
2010-11-28,46494.96648512091,33208.9167303839,59788.17820566721
2010-11-29,58199.92399286693,44225.79088741393,71612.13449819892
2010-11-30,62261.14579817354,48938.4812043998,76930.54047027757
2010-12-01,58164.06078568935,44463.47036642623,70711.62889616573
2010-12-02,64683.0360891035,51373.87183846983,78261.06112410162
2010-12-03,54311.00518265197,41263.04704347235,67742.91608983377
2010-12-05,45227.547224438546,30846.494709205053,57755.998646336986
2010-12-06,55263.48510505003,42524.259611746944,69039.890185395
2010-12-07,57587.46423109828,44281.03826648683,70539.66494113622
2010-12-08,51716.03750943843,37846.60249697063,65475.99360143798
2010-12-09,56475.80256765197,43247.43966766549,70466.80969808025
2010-12-10,44367.164861773796,30969.780767919445,58090.37346626485
2010-12-12,32080.291327793988,19482.51048948389,45923.8283161144
2010-12-13,40706.299410355336,28078.17224945774,54639.833725185425
2010-12-14,41785.268469946044,27371.421064967908,55174.56956767533
2010-12-15,34873.06691366853,21467.02718811812,48657.71136049321
2010-12-16,38814.359184668945,24835.957067342286,52403.944736853984
2010-12-17,26153.197350718885,12536.043455611021,39194.43461982898
2010-12-19,13559.670093194836,160.41892048544264,27646.943299686747
2010-12-20,22426.730605749777,9315.63369733918,35381.18389952856
2010-12-21,24035.834670391254,10615.96432605708,37223.84161524073
2010-12-22,17935.46910336095,5246.013882969161,31676.489989465616
2010-12-23,22910.569203907286,9182.77548839221,36920.40780209339
2011-01-04,21321.823578186308,8105.164836978126,34359.717532014845
2011-01-05,18535.452166568422,5183.62646120875,31627.80636781172
2011-01-06,26579.504070140032,12526.320312041493,39284.663630529954
2011-01-07,18117.701545091873,5274.930047588445,31632.2597644966
2011-01-09,13451.503923720735,-1112.885808139829,27098.048654618764
2011-01-10,25837.41925606854,12734.770987566737,38237.69012632142
2011-01-11,30707.10856392531,17873.454338290572,44365.96600786687
2011-01-12,27555.939174909057,14828.556562626653,41687.443953254624
2011-01-13,34985.0679176014,20332.428776470017,48726.74373534548
2011-01-14,25746.19034849339,11865.981794816136,39559.231891000265
2011-01-16,18997.10289643397,5598.1811269357595,32448.28484025034
2011-01-17,30118.800063724335,16001.069226071564,43235.41350107814
2011-01-18,33663.66222042393,19643.22356094828,47546.92767045991
2011-01-19,29164.328699698704,15273.395446317367,42352.74624628526
2011-01-20,35212.937382478834,21743.399405392618,48655.574657004276
2011-01-21,24663.156053460192,11264.299097885802,37723.40024439088
2011-01-23,15484.377534300702,2492.045594260041,28503.23559015849
2011-01-24,25526.18809657348,12104.786546219915,39340.721856638556
2011-01-25,28157.147297032898,14297.239180710527,41464.93568461208
2011-01-26,22931.112819655013,9348.46325493272,36583.131469550564
2011-01-27,28410.007079678973,15158.136487195789,42495.96782173726
2011-01-28,17523.756448187974,4623.473432261901,32384.418973766362
2011-01-30,8234.136666160766,-6317.5953830800045,21437.253466749924
2011-01-31,18473.56879991698,4233.082536887888,32884.61019662059
2011-02-01,21499.800256336024,8116.849395433788,35489.778237588594
2011-02-02,16852.219701806698,3952.865489642101,30102.83321330716
2011-02-03,23027.682862538957,9060.360281760568,36495.29506532416
2011-02-04,12999.285071207722,213.09156767691815,25894.371485504424
2011-02-06,5653.148123547416,-6947.75151344471,19839.849366307284
2011-02-07,16900.19437289009,3305.552919034712,29876.386439362217
2011-02-08,20960.950392020222,7507.527313623493,34377.093917493556
2011-02-09,17347.103408150553,3497.8041142488887,30612.173653514754
2011-02-10,24482.56364128962,11027.144329905546,38491.473113416934
2011-02-11,15381.19663747801,1746.4548698450146,29072.911193205302
2011-02-13,9551.637422011296,-3381.200956360116,23769.6533811571
2011-02-14,21331.82064819542,7822.260163324759,35506.5773598377
2011-02-15,25800.80430263732,11937.681624932202,40269.14941653102
2011-02-16,22464.259636809038,8551.645865620403,36887.471120486945
2011-02-17,29698.071876261958,16180.366649009527,43207.53277158443
2011-02-18,20584.270581330144,6899.731198941785,33063.955315014995
2011-02-20,14275.877644547847,727.9270685277951,27497.03394958097
2011-02-21,25592.861538554513,12335.717677286657,39512.551622940126
2011-02-22,29513.415528558944,16126.043408416323,43630.92977574088
2011-02-23,25564.29681257753,11919.820350620315,38292.11025949461
2011-02-24,32097.97207093903,18521.153322793485,45124.24776939768
2011-02-25,22286.07353215301,8802.930968231736,35773.25719194375
2011-02-27,14532.59851653367,1659.71300859307,27699.72872167482
2011-02-28,25128.2784701589,11442.991267571233,39065.53105344632
2011-03-01,28399.563943375684,15347.070649299281,42018.07359060899
2011-03-02,23893.786809689194,8918.766086713666,36312.14207482862
2011-03-03,29934.799022524727,15903.243276300444,43656.42980725847
2011-03-04,19774.176580259515,7410.656302273735,33511.67500668376
2011-03-06,11641.332148747397,-1934.6876835779021,25090.450577823794
2011-03-07,22194.134051521174,8837.268884934092,36227.43398152473
2011-03-08,25561.869513645655,11518.105437568453,37886.56526227564
2011-03-09,21287.813298869005,8377.408593316277,34279.15604460313
2011-03-10,27641.619517172767,13613.961509122715,41036.309784495075
2011-03-11,17929.051825936578,4733.045222448196,30676.92659478594
2011-03-13,10885.096768104648,-2586.64706580557,24410.15967639013
2011-03-14,22020.94968220765,8029.6589361503975,35110.42822383016
2011-03-15,26012.61881998663,12880.220796641826,40679.413166095255
2011-03-16,22383.494090685334,8666.706095666741,36801.92665251062
2011-03-17,29336.884577946887,16674.008337308078,43485.264191053546
2011-03-18,20224.607373884683,5389.96314077285,34261.59821462308
2011-03-20,14159.00870226334,1845.4516709207949,28326.48061515176
2011-03-21,25620.18820479138,11743.372716799186,38450.519081535895
2011-03-22,29853.379440804107,16635.597622222118,43643.32979124964
2011-03-23,26374.610777956033,12609.555838313698,39985.523083205204
2011-03-24,33336.75263894086,20323.13996043949,46773.23835331608
2011-03-25,24156.46098477023,10523.727606432114,37153.38553506304
2011-03-27,17586.145923977332,3590.474351126445,31861.69358681004
2011-03-28,28604.268284533537,14667.627491096942,42383.09075720297
2011-03-29,32324.47825503631,19130.14868606987,45872.4960786428
2011-03-30,28278.83641315663,15915.932418261704,41735.819251363486
2011-03-31,34591.96863834296,20651.9180879155,48348.41832918648
2011-04-01,24765.7010186203,11012.826708036126,37868.68710687618
2011-04-03,16842.60965111876,5328.948082901118,30985.475986083755
2011-04-04,27173.88977424032,14324.585009970304,41174.12654397301
2011-04-05,30268.99428504398,15884.752164313577,43142.3861002891
2011-04-06,25679.723988264275,11559.898724783718,38502.96646051395
2011-04-07,31502.095593474107,16983.82396609346,44756.44182815874
2011-04-08,21318.692688562973,8484.813791002558,34447.72597429928
2011-04-10,12975.376400715537,-175.51481553609932,26260.924261699645
2011-04-11,23236.33380392505,9578.148212164102,37699.39127929167
2011-04-12,26399.892526647433,13488.81544489599,39930.67090455834
2011-04-13,22017.281975072983,8640.188968940687,36029.89313000778
2011-04-14,28133.940793021065,14056.732069879436,40793.3910114352
2011-04-15,18390.24007245534,5736.369465420168,32222.88301832343
2011-04-17,11162.9618783236,-2400.1180968199146,24325.511501949768
2011-04-18,22048.235872654986,8090.9738027949,35174.049335647476
2011-04-19,25898.42254196022,11856.946428971085,38934.15100298889
2011-04-20,22246.276659652394,8250.658142533259,35723.382746148134
2011-04-21,29071.55234046544,15578.434755970648,41891.9673849345
2011-04-26,29845.506789043266,15296.996911222577,43417.68114655384
2011-04-27,26562.452864988423,13236.587838128795,39614.45355863136
2011-04-28,33621.35066449754,19196.968162174588,47285.93708882716
2011-05-01,18779.069174529577,4678.080940475035,32427.896631002848
2011-05-03,33901.16640937977,20413.912830484558,47025.83684971784
2011-05-04,30203.08338353194,17465.352004650373,43574.494981890064
2011-05-05,36735.09940088557,23148.287454245747,51124.374071845166
2011-05-06,27324.62162884217,14705.59518709012,41390.9989491685
2011-05-08,20046.80672130053,7505.053370982628,34515.95364899485
2011-05-09,30490.075492661937,17585.939266038848,43815.487971569986
2011-05-10,33759.464197430534,19727.194276615606,46842.11695598818
2011-05-11,29407.616942701232,16337.253090757235,42770.27382899745
2011-05-12,35299.34496720861,22436.043141505746,49930.90837303255
2011-05-13,25345.147382428993,12544.149262096716,38889.23331107217
2011-05-15,17176.468213248616,4374.021413757634,30493.403573841155
2011-05-16,27274.137334668252,14306.047312847315,41249.07404456685
2011-05-17,30316.983589867235,16774.300190774597,43474.98356688082
2011-05-18,25862.874410840057,12381.788684900244,40442.797353014794
2011-05-19,31732.148934683355,17603.384355300517,45380.247043772084
2011-05-20,21899.35664990387,7848.533260762254,36146.946910224746
2011-05-22,14230.343877100147,-768.2876189437249,26982.337565371756
2011-05-23,24666.154793828726,11302.6404113326,38675.256790634296
2011-05-24,28131.4048838531,14169.060309300943,41211.49468560927
2011-05-25,24170.252570664255,11575.316085402212,36351.08724983828
2011-05-26,30541.427303220265,17490.19337012423,45117.77808610755
2011-05-27,21268.68276633066,7790.524352592508,34555.644666431
2011-05-29,14674.0245326885,1883.8485692460483,29667.608654960968
2011-05-31,29463.035503009876,15096.98881983694,42531.08046608996
2011-06-01,25887.211628371617,12437.183052969223,38663.74006854376
2011-06-02,32543.43121989765,19175.394162560267,45814.01589074316
2011-06-03,23512.5183867627,9724.254271714422,37038.22335681352
2011-06-05,17097.822401316567,4527.871037834311,30152.08138602409
2011-06-06,27905.407492570455,15292.620559497265,41016.38033645391
2011-06-07,31637.189931954657,18125.494527170093,45271.99279863632
2011-06-08,27830.918338866806,13958.043285280333,40390.49965989239
2011-06-09,34150.58598964259,20287.46391245639,47468.98206935507
