ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2010-01-06,21122.91946044722,739.9520528930328,34643.75769688048,21122.91946044722,21122.91946044722,-0.18545688905719965,-0.18545688905719965,-0.18545688905719965,0.2653353592959483,0.2653353592959483,0.2653353592959483,-0.45079224835314796,-0.45079224835314796,-0.45079224835314796,0.0,0.0,0.0,17205.528529506897
2010-01-07,21133.652622689297,8468.54046255971,41346.163558398504,21133.652622689297,21133.652622689297,0.18611657001316537,0.18611657001316537,0.18611657001316537,0.575670619999427,0.575670619999427,0.575670619999427,-0.38955404998626164,-0.38955404998626164,-0.38955404998626164,0.0,0.0,0.0,25066.975560673964
2010-01-08,21144.38578493137,2591.1230696231587,33695.881589240984,21144.38578493137,21144.38578493137,-0.17078709489180116,-0.17078709489180116,-0.17078709489180116,0.15701118389181462,0.15701118389181462,0.15701118389181462,-0.3277982787836158,-0.3277982787836158,-0.3277982787836158,0.0,0.0,0.0,17533.197563451446
2010-01-10,21165.852109415526,-3825.3715580796425,26949.632402141022,21165.852109415526,21165.852109415526,-0.4612457822357667,-0.4612457822357667,-0.4612457822357667,-0.25198479381410804,-0.25198479381410804,-0.25198479381410804,-0.20926098842165863,-0.20926098842165863,-0.20926098842165863,0.0,0.0,0.0,11403.192096521609
2010-01-11,21176.585271657605,7278.412130212829,38207.39896031364,21176.585271657605,21176.585271657605,0.09579269652962938,0.09579269652962938,0.09579269652962938,0.251307053941644,0.251307053941644,0.251307053941644,-0.1555143574120146,-0.1555143574120146,-0.1555143574120146,0.0,0.0,0.0,23205.14747811932
2010-01-12,21187.31843389968,11071.195241858071,43188.24185262152,21187.31843389968,21187.31843389968,0.2693956934368536,0.2693956934368536,0.2693956934368536,0.37664441888122563,0.37664441888122563,0.37664441888122563,-0.10724872544437206,-0.10724872544437206,-0.10724872544437206,0.0,0.0,0.0,26895.090775467514
2010-01-13,21198.051596141755,9261.999838909122,40929.614716942546,21198.051596141755,21198.051596141755,0.1997359331241223,0.1997359331241223,0.1997359331241223,0.26533535929673013,0.26533535929673013,0.26533535929673013,-0.06559942617260783,-0.06559942617260783,-0.06559942617260783,0.0,0.0,0.0,25432.06421211042
2010-01-14,21208.78475838383,17357.99311523492,50474.82570291781,21208.78475838383,21208.78475838383,0.5441711145389967,0.5441711145389967,0.5441711145389967,0.5756706199990498,0.5756706199990498,0.5756706199990498,-0.031499505460053034,-0.031499505460053034,-0.031499505460053034,0.0,0.0,0.0,32749.992798371244
2010-01-15,21219.51792062591,9035.167981581748,41157.87402257871,21219.51792062591,21219.51792062591,0.15135074849440736,0.15135074849440736,0.15135074849440736,0.1570111838910924,0.1570111838910924,0.1570111838910924,-0.005660435396685037,-0.005660435396685037,-0.005660435396685037,0.0,0.0,0.0,24431.107840603134
2010-01-17,21240.98424511006,300.92949386574924,31242.676962900714,21240.98424511006,21240.98424511006,-0.23241405034561097,-0.23241405034561097,-0.23241405034561097,-0.25198479381533057,-0.25198479381533057,-0.25198479381533057,0.019570743469719598,0.019570743469719598,0.019570743469719598,0.0,0.0,0.0,16304.281063376722
2010-01-18,21251.71740735214,12355.83862353868,42742.44977391023,21251.71740735214,21251.71740735214,0.2700432249471227,0.2700432249471227,0.2700432249471227,0.2513070539421962,0.2513070539421962,0.2513070539421962,0.0187361710049265,0.0187361710049265,0.0187361710049265,0.0,0.0,0.0,26990.599711698414
2010-01-19,21262.450569594213,12399.448431611316,45940.63493857028,21262.450569594213,21262.450569594213,0.3858268451291635,0.3858268451291635,0.3858268451291635,0.37664441888229055,0.37664441888229055,0.37664441888229055,0.009182426246872932,0.009182426246872932,0.009182426246872932,0.0,0.0,0.0,29466.074792575535
2010-01-20,21273.183731836292,11600.609347578562,42925.780744783784,21273.183731836292,21273.183731836292,0.25671506525541143,0.25671506525541143,0.25671506525541143,0.26533535929851704,0.26533535929851704,0.26533535929851704,-0.00862029404310563,-0.00862029404310563,-0.00862029404310563,0.0,0.0,0.0,26734.330481745004
2010-01-21,21283.916894078367,17428.604500571124,48475.32568996686,21283.916894078367,21283.916894078367,0.5416766463631313,0.5416766463631313,0.5416766463631313,0.5756706199986726,0.5756706199986726,0.5756706199986726,-0.03399397363554135,-0.03399397363554135,-0.03399397363554135,0.0,0.0,0.0,32812.91761873433
2010-01-22,21294.650056320443,6940.751244126319,39413.879163825215,21294.650056320443,21294.650056320443,0.09093581169731521,0.09093581169731521,0.09093581169731521,0.1570111838919216,0.1570111838919216,0.1570111838919216,-0.06607537219460637,-0.06607537219460637,-0.06607537219460637,0.0,0.0,0.0,23231.09634400222
2010-01-24,21316.116380804597,-5305.910482918892,28555.67879566426,21316.116380804597,21316.116380804597,-0.39813326932277604,-0.39813326932277604,-0.39813326932277604,-0.2519847938150115,-0.2519847938150115,-0.2519847938150115,-0.1461484755077646,-0.1461484755077646,-0.1461484755077646,0.0,0.0,0.0,12829.461276850083
2010-01-25,21326.849543046676,7214.428607934497,38812.04500520343,21326.849543046676,21326.849543046676,0.05955803861043002,0.05955803861043002,0.05955803861043002,0.25130705394274844,0.25130705394274844,0.25130705394274844,-0.19174901533231842,-0.19174901533231842,-0.19174901533231842,0.0,0.0,0.0,22597.03487157028
2010-01-26,21337.582672077016,7919.052842682448,40510.935822609856,21337.582672077016,21337.582672077016,0.13730035660760542,0.13730035660760542,0.13730035660760542,0.3766444188815851,0.3766444188815851,0.3766444188815851,-0.23934406227397967,-0.23934406227397967,-0.23934406227397967,0.0,0.0,0.0,24267.240382097454
2010-01-27,21348.31580110736,4824.792230241829,38906.59783177502,21348.31580110736,21348.31580110736,-0.02227575285795058,-0.02227575285795058,-0.02227575285795058,0.2653353592964216,0.2653353592964216,0.2653353592964216,-0.2876111121543722,-0.2876111121543722,-0.2876111121543722,0.0,0.0,0.0,20872.765994388414
2010-01-28,21359.048930137706,10440.149417190705,42087.105505654006,21359.048930137706,21359.048930137706,0.24042850954522726,0.24042850954522726,0.24042850954522726,0.5756706199999788,0.5756706199999788,0.5756706199999788,-0.3352421104547515,-0.3352421104547515,-0.3352421104547515,0.0,0.0,0.0,26494.373229714292
2010-01-29,21369.78205916805,178.9819773293667,32923.85831408422,21369.78205916805,21369.78205916805,-0.2239674588175115,-0.2239674588175115,-0.2239674588175115,0.15701118389119945,0.15701118389119945,0.15701118389119945,-0.38097864270871096,-0.38097864270871096,-0.38097864270871096,0.0,0.0,0.0,16583.646275892133
2010-01-31,21391.248317228743,-10613.318663036202,21812.375211291946,21391.248317228743,21391.248317228743,-0.7141636509184617,-0.7141636509184617,-0.7141636509184617,-0.2519847938137321,-0.2519847938137321,-0.2519847938137321,-0.4621788571047296,-0.4621788571047296,-0.4621788571047296,0.0,0.0,0.0,6114.396321293264
2010-02-01,21401.981446259084,671.7034349694392,32043.371083224705,21401.981446259084,21401.981446259084,-0.24434988253904427,-0.24434988253904427,-0.24434988253904427,0.2513070539433007,0.2513070539433007,0.2513070539433007,-0.495656936482345,-0.495656936482345,-0.495656936482345,0.0,0.0,0.0,16172.409793762874
2010-02-02,21412.71457528943,2450.7362063142755,35811.73857760654,21412.71457528943,21412.71457528943,-0.14667363567664726,-0.14667363567664726,-0.14667363567664726,0.376644418883483,0.376644418883483,0.376644418883483,-0.5233180545601303,-0.5233180545601303,-0.5233180545601303,0.0,0.0,0.0,18272.033878825394
2010-02-03,21423.447704319773,-212.72030161224527,31343.757584693212,21423.447704319773,21423.447704319773,-0.27924457839032035,-0.27924457839032035,-0.27924457839032035,0.2653353592972034,0.2653353592972034,0.2653353592972034,-0.5445799376875238,-0.5445799376875238,-0.5445799376875238,0.0,0.0,0.0,15441.066082459922
2010-02-04,21434.180833350118,5679.595520489889,37423.943528861884,21434.180833350118,21434.180833350118,0.016619370125284014,0.016619370125284014,0.016619370125284014,0.5756706199978741,0.5756706199978741,0.5756706199978741,-0.55905124987259,-0.55905124987259,-0.55905124987259,0.0,0.0,0.0,21790.40341795183
2010-02-05,21444.913962380462,-2795.128849056949,29176.560986158715,21444.913962380462,21444.913962380462,-0.4095267883267299,-0.4095267883267299,-0.4095267883267299,0.15701118389047733,0.15701118389047733,0.15701118389047733,-0.5665379722172073,-0.5665379722172073,-0.5665379722172073,0.0,0.0,0.0,12662.647221423744
2010-02-07,21466.38022044115,-11063.91854464517,20000.129002805224,21466.38022044115,21466.38022044115,-0.8127517626360947,-0.8127517626360947,-0.8127517626360947,-0.25198479381495476,-0.25198479381495476,-0.25198479381495476,-0.5607669688211401,-0.5607669688211401,-0.5607669688211401,0.0,0.0,0.0,4019.541858861006
2010-02-08,21477.113349471496,-475.92234273689996,31640.00338702831,21477.113349471496,21477.113349471496,-0.29677966502310715,-0.29677966502310715,-0.29677966502310715,0.25130705394186625,0.25130705394186625,0.25130705394186625,-0.5480867189649734,-0.5480867189649734,-0.5480867189649734,0.0,0.0,0.0,15103.142843952042
2010-02-09,21487.84647850184,2482.2149176676066,34529.267439468655,21487.84647850184,21487.84647850184,-0.15290705189447712,-0.15290705189447712,-0.15290705189447712,0.3766444188827774,0.3766444188827774,0.3766444188827774,-0.5295514707772545,-0.5295514707772545,-0.5295514707772545,0.0,0.0,0.0,18202.203221913005
2010-02-10,21498.579607532185,-731.4152445743601,33374.49467463098,21498.579607532185,21498.579607532185,-0.24052216502692486,-0.24052216502692486,-0.24052216502692486,0.26533535929604396,0.26533535929604396,0.26533535929604396,-0.5058575243229688,-0.5058575243229688,-0.5058575243229688,0.0,0.0,0.0,16327.694695324846
2010-02-11,21509.31273656253,7057.399932750087,38796.81477418328,21509.31273656253,21509.31273656253,0.09784468789122555,0.09784468789122555,0.09784468789122555,0.5756706199992243,0.5756706199992243,0.5756706199992243,-0.4778259321079988,-0.4778259321079988,-0.4778259321079988,0.0,0.0,0.0,23613.884728026253
2010-02-12,21520.045865592874,-611.4131106508271,31174.81879176319,21520.045865592874,21520.045865592874,-0.28936475210921386,-0.28936475210921386,-0.28936475210921386,0.1570111838897551,0.1570111838897551,0.1570111838897551,-0.446375935998969,-0.446375935998969,-0.446375935998969,0.0,0.0,0.0,15292.903128316679
2010-02-14,21541.512123653563,-8146.607466911023,22865.52986145741,21541.512123653563,21541.512123653563,-0.6291988780852943,-0.6291988780852943,-0.6291988780852943,-0.2519847938141554,-0.2519847938141554,-0.2519847938141554,-0.3772140842711389,-0.3772140842711389,-0.3772140842711389,0.0,0.0,0.0,7987.616863189976
2010-02-15,21552.245252683908,4065.841415389687,35722.55490910712,21552.245252683908,21552.245252683908,-0.09025865441342953,-0.09025865441342953,-0.09025865441342953,0.25130705394366726,0.25130705394366726,0.25130705394366726,-0.3415657083570968,-0.3415657083570968,-0.3415657083570968,0.0,0.0,0.0,19606.968596588435
2010-02-16,21562.978381714252,7077.220393241359,38902.41147084537,21562.978381714252,21562.978381714252,0.07007981030563286,0.07007981030563286,0.07007981030563286,0.37664441888113454,0.37664441888113454,0.37664441888113454,-0.30656460857550166,-0.30656460857550166,-0.30656460857550166,0.0,0.0,0.0,23074.107816329248
2010-02-17,21573.71134306149,5567.703583178377,37902.224462536,21573.71134306149,21573.71134306149,-0.007837596111931772,-0.007837596111931772,-0.007837596111931772,0.26533535929876706,0.26533535929876706,0.26533535929876706,-0.27317295541069886,-0.27317295541069886,-0.27317295541069886,0.0,0.0,0.0,21404.625306919173
2010-02-18,21584.444304408735,12756.478031494362,45404.92103087237,21584.444304408735,21584.444304408735,0.3333963168254224,0.3333963168254224,0.3333963168254224,0.5756706200005306,0.5756706200005306,0.5756706200005306,-0.24227430317510812,-0.24227430317510812,-0.24227430317510812,0.0,0.0,0.0,28780.61853622207
2010-02-19,21595.177265755978,4926.691213328615,37401.84931361897,21595.177265755978,21595.177265755978,-0.05763806321084153,-0.05763806321084153,-0.05763806321084153,0.15701118389058438,0.15701118389058438,0.15701118389058438,-0.2146492471014259,-0.2146492471014259,-0.2146492471014259,0.0,0.0,0.0,20350.473073463007
2010-02-21,21616.64318845046,-3566.0602989443746,29189.8397898254,21616.64318845046,21616.64318845046,-0.4236911932131035,-0.4236911932131035,-0.4236911932131035,-0.25198479381287614,-0.25198479381287614,-0.25198479381287614,-0.17170639940022736,-0.17170639940022736,-0.17170639940022736,0.0,0.0,0.0,12457.861842673978
2010-02-22,21627.376149797703,8047.431837915356,39231.87068708564,21627.376149797703,21627.376149797703,0.09403914250295281,0.09403914250295281,0.09403914250295281,0.2513070539429708,0.2513070539429708,0.2513070539429708,-0.157267911440018,-0.157267911440018,-0.157267911440018,0.0,0.0,0.0,23661.19605751349
2010-02-23,21638.109111144946,10196.078906369126,42754.915620637345,21638.109111144946,21638.109111144946,0.2288027164086757,0.2288027164086757,0.2288027164086757,0.3766444188812621,0.3766444188812621,0.3766444188812621,-0.14784170247258638,-0.14784170247258638,-0.14784170247258638,0.0,0.0,0.0,26588.967253722225
2010-02-24,21648.842072492185,7887.782376427614,38135.75286250681,21648.842072492185,21648.842072492185,0.12186820314852599,0.12186820314852599,0.12186820314852599,0.2653353592966716,0.2653353592966716,0.2653353592966716,-0.14346715614814565,-0.14346715614814565,-0.14346715614814565,0.0,0.0,0.0,24287.14755611302
2010-02-25,21659.57503383943,15701.704730051446,47722.62850234057,21659.57503383943,21659.57503383943,0.43164791164633837,0.43164791164633837,0.43164791164633837,0.5756706200001532,0.5756706200001532,0.5756706200001532,-0.14402270835381498,-0.14402270835381498,-0.14402270835381498,0.0,0.0,0.0,31008.885364343383
2010-02-26,21670.307995186668,6941.154499013095,37943.1972957531,21670.307995186668,21670.307995186668,0.0077782760792224626,0.0077782760792224626,0.0077782760792224626,0.15701118389103397,0.15701118389103397,0.15701118389103397,-0.14923290781181153,-0.14923290781181153,-0.14923290781181153,0.0,0.0,0.0,21838.86563349501
2010-02-28,21691.773917881153,-2928.2904575309103,30135.576944368822,21691.773917881153,21691.773917881153,-0.4238043614967337,-0.4238043614967337,-0.4238043614967337,-0.25198479381255684,-0.25198479381255684,-0.25198479381255684,-0.17181956768417686,-0.17181956768417686,-0.17181956768417686,0.0,0.0,0.0,12498.705522882028
2010-03-01,21702.506879228393,7320.616757939327,38695.11332434059,21702.506879228393,21702.506879228393,0.06330716414851764,0.06330716414851764,0.06330716414851764,0.2513070539415362,0.2513070539415362,0.2513070539415362,-0.18799988979301852,-0.18799988979301852,-0.18799988979301852,0.0,0.0,0.0,23076.43104466604
2010-03-02,21713.239840575636,9116.214364926313,40149.266362521084,21713.239840575636,21713.239840575636,0.1701603278368081,0.1701603278368081,0.1701603278368081,0.3766444188823268,0.3766444188823268,0.3766444188823268,-0.20648409104551874,-0.20648409104551874,-0.20648409104551874,0.0,0.0,0.0,25407.971850247228
2010-03-03,21723.97280192288,4883.020437009753,39006.306257476586,21723.97280192288,21723.97280192288,0.03886067337851627,0.03886067337851627,0.03886067337851627,0.2653353592974535,0.2653353592974535,0.2653353592974535,-0.2264746859189372,-0.2264746859189372,-0.2264746859189372,0.0,0.0,0.0,22568.181013462174
2010-03-04,21734.70576327012,12793.093059266677,44495.77945655267,21734.70576327012,21734.70576327012,0.3285310481854814,0.3285310481854814,0.3285310481854814,0.5756706200015037,0.5756706200015037,0.5756706200015037,-0.2471395718160223,-0.2471395718160223,-0.2471395718160223,0.0,0.0,0.0,28875.231429680276
2010-03-05,21745.43872461736,2384.1226031340384,35376.682780375464,21745.43872461736,21745.43872461736,-0.11062755081712417,-0.11062755081712417,-0.11062755081712417,0.1570111838918632,0.1570111838918632,0.1570111838918632,-0.26763873470898736,-0.26763873470898736,-0.26763873470898736,0.0,0.0,0.0,19339.794097069094
2010-03-07,21766.904647311843,-6818.729541564815,24089.331153469495,21766.904647311843,21766.904647311843,-0.5568837602639297,-0.5568837602639297,-0.5568837602639297,-0.25198479381377936,-0.25198479381377936,-0.25198479381377936,-0.30489896645015035,-0.30489896645015035,-0.30489896645015035,0.0,0.0,0.0,9645.268938010417
2010-03-08,21777.637608659086,4199.371440451822,36171.994701568874,21777.637608659086,21777.637608659086,-0.06886749492073849,-0.06886749492073849,-0.06886749492073849,0.2513070539420884,0.2513070539420884,0.2513070539420884,-0.3201745488628269,-0.3201745488628269,-0.3201745488628269,0.0,0.0,0.0,20277.866261259074
2010-03-09,21788.37057000633,6503.523988282012,37743.25672191056,21788.37057000633,21788.37057000633,0.04428531229404445,0.04428531229404445,0.04428531229404445,0.37664441888162137,0.37664441888162137,0.37664441888162137,-0.33235910658757695,-0.33235910658757695,-0.33235910658757695,0.0,0.0,0.0,22753.27536507743
2010-03-10,21799.10353135357,4304.051072750648,37523.274247352725,21799.10353135357,21799.10353135357,-0.07560748541450239,-0.07560748541450239,-0.07560748541450239,0.26533535929823526,0.26533535929823526,0.26533535929823526,-0.34094284471273767,-0.34094284471273767,-0.34094284471273767,0.0,0.0,0.0,20150.928129057527
2010-03-11,21808.310291688213,11219.60936093263,43853.68288386339,21808.310291688213,21808.310291688213,0.23013085547671774,0.23013085547671774,0.23013085547671774,0.575670619999399,0.575670619999399,0.575670619999399,-0.3455397645226812,-0.3455397645226812,-0.3455397645226812,0.0,0.0,0.0,26827.07539561613
2010-03-12,21817.517052022857,1700.788277216161,33734.38879847746,21817.517052022857,21817.517052022857,-0.1888876192948859,-0.1888876192948859,-0.1888876192948859,0.15701118389503596,0.15701118389503596,0.15701118389503596,-0.34589880318992183,-0.34589880318992183,-0.34589880318992183,0.0,0.0,0.0,17696.458197140684
2010-03-14,21835.930572692138,-7436.790840816023,24733.84409589709,21835.930572692138,21835.930572692138,-0.5855952796290982,-0.5855952796290982,-0.5855952796290982,-0.25198479381298017,-0.25198479381298017,-0.25198479381298017,-0.3336104858161181,-0.3336104858161181,-0.3336104858161181,0.0,0.0,0.0,9048.912703014912
2010-03-15,21845.137333026778,4801.573193615297,36293.000321912434,21845.137333026778,21845.137333026778,-0.06986830158282628,-0.06986830158282628,-0.06986830158282628,0.2513070539419029,0.2513070539419029,0.2513070539419029,-0.32117535552472914,-0.32117535552472914,-0.32117535552472914,0.0,0.0,0.0,20318.854689724605
2010-03-16,21854.344093361422,6609.539266806892,40519.8413003594,21854.344093361422,21854.344093361422,0.0717260593444086,0.0717260593444086,0.0717260593444086,0.3766444188826863,0.3766444188826863,0.3766444188826863,-0.30491835953827773,-0.30491835953827773,-0.30491835953827773,0.0,0.0,0.0,23421.87007473499
2010-03-17,21863.550853696066,5501.445008482119,38867.54806980562,21863.550853696066,21863.550853696066,-0.01994244371457428,-0.01994244371457428,-0.01994244371457428,0.2653353592980811,0.2653353592980811,0.2653353592980811,-0.2852778030126554,-0.2852778030126554,-0.2852778030126554,0.0,0.0,0.0,21427.538221395498
2010-03-18,21872.757614030706,13841.516117396977,43459.54826440653,21872.757614030706,21872.757614030706,0.31286771385288353,0.31286771385288353,0.31286771385288353,0.575670620000705,0.575670620000705,0.575670620000705,-0.26280290614782154,-0.26280290614782154,-0.26280290614782154,0.0,0.0,0.0,28716.037284390743
2010-03-19,21881.96437436535,4023.9906216632794,35613.06617608127,21881.96437436535,21881.96437436535,-0.08112493523903505,-0.08112493523903505,-0.08112493523903505,0.157011183893142,0.157011183893142,0.157011183893142,-0.23813611913217703,-0.23813611913217703,-0.23813611913217703,0.0,0.0,0.0,20106.79143159209
2010-03-21,21900.37789503463,-3677.7907834836756,27218.176303101354,21900.37789503463,21900.37789503463,-0.43712270332935604,-0.43712270332935604,-0.43712270332935604,-0.2519847938121809,-0.2519847938121809,-0.2519847938121809,-0.1851379095171751,-0.1851379095171751,-0.1851379095171751,0.0,0.0,0.0,12327.22550562262
2010-03-22,21909.584655369275,7555.4040714291405,38809.58844733689,21909.584655369275,21909.584655369275,0.09294368285122301,0.09294368285122301,0.09294368285122301,0.2513070539429661,0.2513070539429661,0.2513070539429661,-0.15836337109174312,-0.15836337109174312,-0.15836337109174312,0.0,0.0,0.0,23945.94214297994
2010-03-23,21918.791415703916,11481.818704156221,43135.36005061855,21918.791415703916,21918.791415703916,0.24418250413291642,0.24418250413291642,0.24418250413291642,0.37664441888104333,0.37664441888104333,0.37664441888104333,-0.1324619147481269,-0.1324619147481269,-0.1324619147481269,0.0,0.0,0.0,27270.97679115757
2010-03-24,21927.99817603856,9050.312088534583,40143.36350974915,21927.99817603856,21927.99817603856,0.15713228370125948,0.15713228370125948,0.15713228370125948,0.26533535929692165,0.26533535929692165,0.26533535929692165,-0.1082030755956622,-0.1082030755956622,-0.1082030755956622,0.0,0.0,0.0,25373.59460643655
